Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Genişlik (product.metafields.piro.genislik),Derinlik (product.metafields.piro.derinlik),Yükseklik (product.metafields.piro.yukseklik),Garanti ay (product.metafields.piro.garanti),Teslim gün (product.metafields.piro.teslim)
potato-peeling-machine-10kg-120198,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/120198/120198_1,2,Potatisskalare 10KG,,,,,,,,,
potato-peeling-machine-10kg-120198,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/120198/120198_2,3,Potatisskalare 10KG,,,,,,,,,
potato-peeling-machine-10kg-120198,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/120198/120198_3,4,Potatisskalare 10KG,,,,,,,,,
potato-peeling-machine-10kg-120198,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/120198/120198_4,5,Potatisskalare 10KG,,,,,,,,,
potato-peeling-machine-10kg-120198,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/120198/120198_5,6,Potatisskalare 10KG,,,,,,,,,
workelement-700-w800-obu-284007,"Arbetselement 700, B800, UO","<p>Öppen underdel, höjdjusterbar steglöst mellan 850 och 900 mm, yta i CNS 18/10 – denna fristående enhet i serie 700 är en pålitlig byggsten för moduluppbyggda professionella kök. Robust, lättskött, passar i alla kommersiella kök som satsar på ett genomtänkt arbetssystem.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>800 × 700 × 850 mm</td></tr>
<tr><td>Ağırlık</td><td>37 kg</td></tr>
<tr><td>Höjdinställning till</td><td>900 mm</td></tr>
<tr><td>Höjdställbara fötter</td><td>ja</td></tr>
<tr><td>Underredestyp</td><td>Öppen</td></tr>
<tr><td>Höjdinställning från</td><td>850 mm</td></tr>
<tr><td>Typ</td><td>Golvenhet</td></tr>
<tr><td>Material</td><td>CNS 18/10</td></tr>
<tr><td>Serie</td><td>700</td></tr>
<tr><td>Viktig information</td><td>-</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Neutrala enheter,"kategori:stainless-steel-furniture, Rostfria möbler, alt:neutral-units, Neutrala enheter, marka:Bartscher, ana-urun, sira:0733, siparis-uzerine",TRUE,Title,Default Title,284007,37000,shopify,0,continue,manual,17430.60,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/284007/284007,1,"Arbetselement 700, B800, UO",FALSE,"Arbetselement 700, B800, UO","Öppen underdel, höjdjusterbar steglöst mellan 850 och 900 mm, yta i CNS 18/10 – denna fristående enhet i serie 700 är en pålitlig byggsten för moduluppbyggda professionella kök. Robust, lättskött, passar i alla kommersiella kök som satsar på ett genomtänkt arbetssystem.",active,800,700,850,24,10
fermenting-cupboard-gs823t-116553,Jässkåp GS823T,"<p>Denna jäsugn med 8 hyllor skapar optimala förhållanden för jämn och skonsam degutveckling. Tack vare intuitivt handhavande, steglös temperaturreglering och luftfuktning via en vattenbricka bakas bakverken till perfektion.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>700 × 600 × 970 mm</td></tr>
<tr><td>Ağırlık</td><td>47.2 kg</td></tr>
<tr><td>Tidsinställning</td><td>-</td></tr>
<tr><td>Spänning</td><td>230 V</td></tr>
<tr><td>Antal rack</td><td>8</td></tr>
<tr><td>Vattentemperatur tillopp</td><td>-</td></tr>
<tr><td>Produktanslutning</td><td>Klar för anslutning med kontakt</td></tr>
<tr><td>Temperaturområde från</td><td>30 °C</td></tr>
<tr><td>Kontrollampa</td><td>På/av, Uppvärmning</td></tr>
<tr><td>Temperaturområde till</td><td>60 °C</td></tr>
<tr><td>Serie</td><td>-</td></tr>
<tr><td>Material</td><td>Rostfritt stål</td></tr>
<tr><td>Material invändigt</td><td>Rostfritt stål</td></tr>
<tr><td>Avstånd mellan racken</td><td>75 mm</td></tr>
<tr><td>Typ av rack</td><td>Tvärs</td></tr>
<tr><td>Handhavande</td><td>Manuell</td></tr>
<tr><td>Temperaturreglering</td><td>Steglös</td></tr>
<tr><td>Inklusive</td><td>-</td></tr>
<tr><td>Luftfuktighet</td><td>-</td></tr>
<tr><td>Vattenanslutning</td><td>-</td></tr>
<tr><td>Styrning</td><td>Vred</td></tr>
<tr><td>Frekvens</td><td>50 Hz</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Ugnar & underreden,"kategori:ovens, Ugnar, alt:ovens-stands, Ugnar & underreden, marka:Bartscher, ana-urun, sira:0733, siparis-uzerine",TRUE,Title,Default Title,116553,47200,shopify,0,continue,manual,15948.60,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/116553/116553_3,1,Jässkåp GS823T,FALSE,Jässkåp GS823T,"Denna jäsugn med 8 hyllor skapar optimala förhållanden för jämn och skonsam degutveckling. Tack vare intuitivt handhavande, steglös temperaturreglering och luftfuktning via en vattenbricka bakas bakverken till perfektion.",active,700,600,970,24,10
fermenting-cupboard-gs823t-116553,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/116553/116553_4,2,Jässkåp GS823T,,,,,,,,,
fermenting-cupboard-gs823t-116553,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/116553/116553_6,3,Jässkåp GS823T,,,,,,,,,
fermenting-cupboard-gs823t-116553,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/116553/116553_8,4,Jässkåp GS823T,,,,,,,,,
fermenting-cupboard-gs823t-116553,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/116553/116553_10,5,Jässkåp GS823T,,,,,,,,,
fermenting-cupboard-gs823t-116553,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/116553/116553_11,6,Jässkåp GS823T,,,,,,,,,
fermenting-cupboard-gs823t-116553,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/116553/116553_12,7,Jässkåp GS823T,,,,,,,,,
fermenting-cupboard-gs823t-116553,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/116553/116553_13,8,Jässkåp GS823T,,,,,,,,,
heating-cabinet-1200x700xh850mm-wt-1207085-h,Heating Cabinet 1200x700xH850mm,"<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>1200 × 700 × 850 mm</td></tr>
<tr><td>Temperaturområde</td><td>+30 to +90 °C Output: 1</td></tr>
</table>",Unninox,Business & Industrial > Food Service,Värmeskåp,"kategori:holding-warming, Varmhållning, alt:heating-cabinets, Värmeskåp, marka:Unninox, ana-urun, sira:0733",TRUE,Title,Default Title,WT-1207085-H,0,shopify,3,deny,manual,11970.00,,TRUE,TRUE,https://unninoxeurope.com/wp-content/uploads/2024/12/wamhoudkastno-upstand.jpg,1,Heating Cabinet 1200x700xH850mm,FALSE,Heating Cabinet 1200x700xH850mm,Heating Cabinet 1200x700xH850mm,active,1200,700,850,24,7
heating-cabinet-1200x700xh850mm-wt-1207085-h,,,,,,,,,,,,,,,,,,,,https://unninoxeurope.com/wp-content/uploads/2024/12/wamhoudkastno-upstand2.jpg,2,Heating Cabinet 1200x700xH850mm,,,,,,,,,
heating-cabinet-1200x700xh850mm-wt-1207085-h,,,,,,,,,,,,,,,,,,,,https://unninoxeurope.com/wp-content/uploads/2024/12/wamhoudkastno-upstand1.jpg,3,Heating Cabinet 1200x700xH850mm,,,,,,,,,
heating-cabinet-1200x700xh850mm-wt-1207085-h,,,,,,,,,,,,,,,,,,,,https://unninoxeurope.com/wp-content/uploads/2024/12/MG_5105.png,4,Heating Cabinet 1200x700xH850mm,,,,,,,,,
refrigerator-1-glass-door-375ltr-klg370ic,Refrigerator 1 Glass Door - 375Ltr,"<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>590 × 645 × 1905 mm</td></tr>
<tr><td>Temperaturområde</td><td>+1°C to +10°C Refrigerant: R</td></tr>
<tr><td>Köldmedium</td><td>R290</td></tr>
</table>",Unninox,Business & Industrial > Food Service,Kylskåp,"kategori:refrigeration, Kyla, alt:refrigerators, Kylskåp, marka:Unninox, ana-urun, sira:0733",TRUE,Title,Default Title,KLG370IC,0,shopify,84,deny,manual,10488.00,,TRUE,TRUE,https://unninoxeurope.com/wp-content/uploads/2024/11/RENDERING-OF-KLG375G-WITH-BOTTLE-jpg.jpg,1,Refrigerator 1 Glass Door - 375Ltr,FALSE,Refrigerator 1 Glass Door - 375Ltr,Refrigerator 1 Glass Door - 375Ltr,active,590,645,1905,24,7
coffee-machine-coffeeline-b10-190230,Kaffemaskin Coffeeline B10,"<p>För att kunna uppleva verklig kaffenjutning, går ingen väg förbi silhållar-kaffemaskinen Bartscher Coffeeline, eftersom smaknyanserna uppstår i den fininställda silhållaren. Ojämförbar och omöjlig att ersätta med någon annan kaffebryggningsmetod: Den unika, underbara doften av nybryggt kaffe.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>550 × 580 × 460 mm</td></tr>
<tr><td>Ağırlık</td><td>41.6 kg</td></tr>
<tr><td>Egenskaper</td><td>LED-belysning, regleras separat, Mångsidiga inställningar för kaffespecialiteter</td></tr>
<tr><td>Styrning</td><td>Elektronisk, Vred, Knapp</td></tr>
<tr><td>Spänning</td><td>230 V</td></tr>
<tr><td>Antal kärl</td><td>1</td></tr>
<tr><td>Automatisk påfyllning av boilern</td><td>ja</td></tr>
<tr><td>Produktanslutning</td><td>Klar för anslutning med kontakt</td></tr>
<tr><td>Displayindikering</td><td>Ställa in boilertemperatur, Dryckesval och -programmering, Starta rengöringsprogram, Timer, Förbryggning, Varningar</td></tr>
<tr><td>På/av-knapp</td><td>ja</td></tr>
<tr><td>Material</td><td>Stålplåt, lackad</td></tr>
<tr><td>Färg</td><td>Svart, Silver</td></tr>
<tr><td>Automatisk rengöring av bryggrupperna</td><td>ja</td></tr>
<tr><td>Anslutningsvärde</td><td>2.8 kW</td></tr>
<tr><td>Program</td><td>3</td></tr>
<tr><td>Kontrollampa</td><td>Uppvärmning, Belysning</td></tr>
<tr><td>Kokningsgrupp(er)</td><td>1</td></tr>
<tr><td>Inklusive</td><td>1 utloppsslang, 150 cm, 1 silhållare med 1 utlopp, 1 silhållare med 2 utlopp, 1 tilloppsslang, 55 cm</td></tr>
<tr><td>Automatiskt vattentillförsel med magnetventil</td><td>ja</td></tr>
<tr><td>Tryckvisning med manometer</td><td>ja</td></tr>
<tr><td>Hetvattenkran</td><td>1</td></tr>
<tr><td>Rengöringsprogram</td><td>ja</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Kaffe,"kategori:coffee, Kaffe, marka:Bartscher, ana-urun, sira:0732, siparis-uzerine",TRUE,Title,Default Title,190230,41600,shopify,0,continue,manual,44437.20,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/190230/190230,1,Kaffemaskin Coffeeline B10,FALSE,Kaffemaskin Coffeeline B10,"För att kunna uppleva verklig kaffenjutning, går ingen väg förbi silhållar-kaffemaskinen Bartscher Coffeeline, eftersom smaknyanserna uppstår i den fininställda silhållaren. Ojämförbar och omöjlig att ersätta med någon annan kaffebryggningsmetod: Den unika, underbara doften av nybryggt kaffe.",active,550,580,460,24,10
coffee-machine-coffeeline-b10-190230,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/190230/190230_2,2,Kaffemaskin Coffeeline B10,,,,,,,,,
coffee-machine-coffeeline-b10-190230,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/190230/190230_5,3,Kaffemaskin Coffeeline B10,,,,,,,,,
coffee-machine-coffeeline-b10-190230,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/190230/190230_6,4,Kaffemaskin Coffeeline B10,,,,,,,,,
coffee-machine-coffeeline-b10-190230,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/190230/190230_7,5,Kaffemaskin Coffeeline B10,,,,,,,,,
coffee-machine-coffeeline-b10-190230,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/190230/190230_8,6,Kaffemaskin Coffeeline B10,,,,,,,,,
coffee-machine-coffeeline-b10-190230,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/190230/190230_19,7,Kaffemaskin Coffeeline B10,,,,,,,,,
coffee-machine-coffeeline-b10-190230,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/190230/190230_21,8,Kaffemaskin Coffeeline B10,,,,,,,,,
dough-kneading-machine-12kg-16l-as-101864,Degknådare 12kg/16l AS,"<p>Passar utm&amp;auml;rkt f&amp;ouml;r fasta degar som pizza eller br&amp;ouml;d.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>350 × 650 × 620 mm</td></tr>
<tr><td>Ağırlık</td><td>65 kg</td></tr>
<tr><td>Max. degmängd</td><td>12 kg</td></tr>
<tr><td>Digitalindikering</td><td>nej</td></tr>
<tr><td>Frekvens</td><td>50 Hz</td></tr>
<tr><td>Motorskydd</td><td>nej</td></tr>
<tr><td>Degskål avtagbar</td><td>ja</td></tr>
<tr><td>Säkerhetsbrytare</td><td>nej</td></tr>
<tr><td>Timer</td><td>nej</td></tr>
<tr><td>Produktanslutning</td><td>Klar för anslutning med kontakt</td></tr>
<tr><td>Svängbar huvud</td><td>ja</td></tr>
<tr><td>Färg</td><td>Vit</td></tr>
<tr><td>Volym degskål</td><td>16 Liter</td></tr>
<tr><td>Material knådkrok</td><td>Rostfritt stål</td></tr>
<tr><td>Spänning</td><td>230 V</td></tr>
<tr><td>På/av-knapp</td><td>ja</td></tr>
<tr><td>Hastighetsreglering</td><td>1 läge</td></tr>
<tr><td>Egenskaper</td><td>Passar fasta degar (t.ex. pizza- eller bröddeg), Med svänghuvud och avtagbar skål, Skålidentifiering via sensor</td></tr>
<tr><td>Material</td><td>Belagt, Reptåligt</td></tr>
<tr><td>Anslutningsvärde</td><td>0.75 kW</td></tr>
<tr><td>Material blandningsskål(ar)</td><td>Rostfritt stål</td></tr>
<tr><td>Viktig information</td><td>-</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Degblandare,"kategori:dough-flour, Deg & mjöl, alt:dough-mixers, Degblandare, marka:Bartscher, ana-urun, sira:0732, siparis-uzerine",TRUE,Title,Default Title,101864,65000,shopify,0,continue,manual,29514.60,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/101864/101864,1,Degknådare 12kg/16l AS,FALSE,Degknådare 12kg/16l AS,Passar utm&auml;rkt f&ouml;r fasta degar som pizza eller br&ouml;d.,active,350,650,620,24,10
dough-kneading-machine-12kg-16l-as-101864,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/101864/101864_1,2,Degknådare 12kg/16l AS,,,,,,,,,
dough-kneading-machine-12kg-16l-as-101864,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/101864/101864_2,3,Degknådare 12kg/16l AS,,,,,,,,,
dough-kneading-machine-12kg-16l-as-101864,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/101864/101864_3,4,Degknådare 12kg/16l AS,,,,,,,,,
dough-kneading-machine-12kg-16l-as-101864,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/101864/101864_4,5,Degknådare 12kg/16l AS,,,,,,,,,
dough-kneading-machine-12kg-16l-as-101864,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/101864/101864_5,6,Degknådare 12kg/16l AS,,,,,,,,,
