Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Genişlik (product.metafields.piro.genislik),Derinlik (product.metafields.piro.derinlik),Yükseklik (product.metafields.piro.yukseklik),Garanti ay (product.metafields.piro.garanti),Teslim gün (product.metafields.piro.teslim)
combi-steamer-gigasteam-20110drs-117820,Kombiångugn Gigasteam 20110DRS,"<p>Maximal tillagning på minimalt utrymme: ångugnen med transportvagn för 20 GN-behållare 1/1 GN är förutbestämd för tillverkning av stora mängder – den perfekta partnern vid tillredning av rätter för kafeterior och i storkök. Komplett utrustning som övertygar: 4-punkts-kärntemperaturgivare, delta T-stekning, lågtemperaturtillagning och rengöringssystem.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>930 × 1030 × 1870 mm</td></tr>
<tr><td>Ağırlık</td><td>307.5 kg</td></tr>
<tr><td>Temperaturområde till</td><td>300 °C</td></tr>
<tr><td>Antal rack</td><td>20</td></tr>
<tr><td>Temperaturreglering</td><td>I steg om 1 °C</td></tr>
<tr><td>Styrning</td><td>Vred, Knapp</td></tr>
<tr><td>Fläktutsug</td><td>ja</td></tr>
<tr><td>Serie</td><td>-</td></tr>
<tr><td>Antal fläktar</td><td>2</td></tr>
<tr><td>LED-indikering</td><td>Befuktning, Delta-T-tillagning, Tillagningsfaser, Kärntemperatur, Fläkthastighet, Program, Temperatur, Tid</td></tr>
<tr><td>Funktioner</td><td>Automatiskt rengöringssystem, Nedkylning under tillagning, Ånggenerering via direktinsprutning, Ånggenerering genom varmvattenberedaren, Ångning, Delta-T-tillagning, Kombiångning, Manuell pensling, Lågtemperaturtillagning, Reverserande motorgång (fläkthjul), Cirkulationsluft, HACCP-minne</td></tr>
<tr><td>Produktanslutning</td><td>3 NAC</td></tr>
<tr><td>Temperaturområde från</td><td>20 °C</td></tr>
<tr><td>Format rack</td><td>1/1 GN</td></tr>
<tr><td>Material</td><td>Rostfritt stål</td></tr>
<tr><td>Vattenanslutning</td><td>2 x 3/4 tum</td></tr>
<tr><td>USB-anslutning</td><td>På framsidan</td></tr>
<tr><td>Tidsinställning till</td><td>2880 Minut/er</td></tr>
<tr><td>Material tillagningskammare</td><td>CNS 18/10</td></tr>
<tr><td>Levereras vid förfrågan</td><td>-</td></tr>
<tr><td>Antal tillagningsprogram</td><td>250 förinstallerade, 1 000 programmerbara</td></tr>
<tr><td>Invändig belysning</td><td>ja</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Ugnar & underreden,"kategori:ovens, Ugnar, alt:ovens-stands, Ugnar & underreden, marka:Bartscher, ana-urun, sira:0993, siparis-uzerine",TRUE,Title,Default Title,117820,307500,shopify,0,continue,manual,16998.00,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/117820/117820,1,Kombiångugn Gigasteam 20110DRS,FALSE,Kombiångugn Gigasteam 20110DRS,"Maximal tillagning på minimalt utrymme: ångugnen med transportvagn för 20 GN-behållare 1/1 GN är förutbestämd för tillverkning av stora mängder – den perfekta partnern vid tillredning av rätter för kafeterior och i storkök. Komplett utrustning som övertygar: 4-punkts-kärntemperaturgivare, delta T-stekning, lågtemperatu",active,930,1030,1870,24,10
combi-steamer-gigasteam-20110drs-117820,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/117820/117820_3,2,Kombiångugn Gigasteam 20110DRS,,,,,,,,,
combi-steamer-gigasteam-20110drs-117820,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/117820/117820_5,3,Kombiångugn Gigasteam 20110DRS,,,,,,,,,
combi-steamer-gigasteam-20110drs-117820,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/117820/117820_8,4,Kombiångugn Gigasteam 20110DRS,,,,,,,,,
combi-steamer-gigasteam-20110drs-117820,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/117820/117820_9,5,Kombiångugn Gigasteam 20110DRS,,,,,,,,,
combi-steamer-gigasteam-20110drs-117820,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/117820/117820_11,6,Kombiångugn Gigasteam 20110DRS,,,,,,,,,
combi-steamer-gigasteam-20110drs-117820,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/117820/117820_12,7,Kombiångugn Gigasteam 20110DRS,,,,,,,,,
combi-steamer-gigasteam-20110drs-117820,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/117820/117820_17,8,Kombiångugn Gigasteam 20110DRS,,,,,,,,,
wok-stove-gas-2-wok-burners-3-soup-burners-82-6kw-2310x850x1100mm-wk-2-3,Wok Stove | Gas | 2 Wok Burners + 3 Soup Burners | 82.6kW | 2310x850x1100mm,"<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>2310 × 850 × 1100 mm</td></tr>
</table>",Unninox,Business & Industrial > Food Service,Spisar & hällar,"kategori:cooking, Tillagning, alt:ranges-hobs, Spisar & hällar, marka:Unninox, ana-urun, sira:0991",TRUE,Title,Default Title,WK-2+3,0,shopify,2,deny,manual,9500.00,,TRUE,TRUE,https://unninoxeurope.com/wp-content/uploads/2025/02/WK-23.png,1,Wok Stove | Gas | 2 Wok Burners + 3 Soup Burners | 82.6kW | 2310x850x1100mm,FALSE,Wok Stove | Gas | 2 Wok Burners + 3 Soup Burners | 82.6kW | 2310x850x1,Wok Stove | Gas | 2 Wok Burners + 3 Soup Burners | 82.6kW | 2310x850x1100mm,active,2310,850,1100,24,7
freezer-4-glass-doors-2160ltr-unn208bt,Freezer 4 Glass Doors – 2160Ltr,"<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>2508 × 710 × 2003 mm</td></tr>
<tr><td>Temperaturområde</td><td>–15 ~ –18 °CDoor Hinge / Sto</td></tr>
</table>",Unninox,Business & Industrial > Food Service,Frysar,"kategori:refrigeration, Kyla, alt:freezers, Frysar, marka:Unninox, ana-urun, sira:0991",TRUE,Title,Default Title,UNN208BT,0,shopify,11,deny,manual,7200.00,,TRUE,TRUE,https://unninoxeurope.com/wp-content/uploads/2025/12/suhgfghd12.jpg,1,Freezer 4 Glass Doors – 2160Ltr,FALSE,Freezer 4 Glass Doors – 2160Ltr,Freezer 4 Glass Doors – 2160Ltr,active,2508,710,2003,24,7
boiling-kettle-e480l-280023,Kokkärl E480L,"<p>I storkök, för catering och i stora gastronomikök är elkokkärlen den bästa apparaten för tillagning av rätter i stora mängder – allt från soppor över grytor till sidrätter som potatis, pasta eller ris.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>1150 × 1300 × 1030 mm</td></tr>
<tr><td>Ağırlık</td><td>300 kg</td></tr>
<tr><td>Serie</td><td>-</td></tr>
<tr><td>Höjd kokkärl</td><td>780 mm</td></tr>
<tr><td>Produktanslutning</td><td>3 NAC</td></tr>
<tr><td>Höjdinställning från</td><td>850 mm</td></tr>
<tr><td>Material kokkärl</td><td>Rostfritt stål</td></tr>
<tr><td>Styrning</td><td>Vred</td></tr>
<tr><td>Spänning</td><td>400 V</td></tr>
<tr><td>Avtappningskran</td><td>ja</td></tr>
<tr><td>Bruksvolym</td><td>455 Liter</td></tr>
<tr><td>Vattenanslutning</td><td>R1/2""</td></tr>
<tr><td>Volym</td><td>480 Liter</td></tr>
<tr><td>Material</td><td>Rostfritt stål</td></tr>
<tr><td>Uppvärmningssätt</td><td>Indirekt</td></tr>
<tr><td>Kontrollampa</td><td>På/av, Uppvärmning, Vattennivå</td></tr>
<tr><td>Driftssätt</td><td>El</td></tr>
<tr><td>Egenskaper</td><td>Automatisk vattennivåkontroll i mellanmanteln, Tryckövervakning: trattarmaturer med säkerhetsventil (kalibrerad till 0, 5 bar), Eluppvärmning med gjutkapslade ""Incoloy 800"" motstånd i speciallegering, Blandningsarmatur för kall- och varmvatten, Automatisk avstängning vid störningar, Inklusive: Sil</td></tr>
<tr><td>Höjdställbara fötter</td><td>ja</td></tr>
<tr><td>Höjdinställning till</td><td>900 mm</td></tr>
<tr><td>Anslutningsvärde</td><td>36 kW</td></tr>
<tr><td>Diameter kokkärl</td><td>900 mm</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Kokkärl,"kategori:cooking, Tillagning, alt:boiling-pasta, Kokkärl, marka:Bartscher, ana-urun, sira:0990, siparis-uzerine",TRUE,Title,Default Title,280023,300000,shopify,0,continue,manual,23249.00,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/280023/280023,1,Kokkärl E480L,FALSE,Kokkärl E480L,"I storkök, för catering och i stora gastronomikök är elkokkärlen den bästa apparaten för tillagning av rätter i stora mängder – allt från soppor över grytor till sidrätter som potatis, pasta eller ris.",active,1150,1300,1030,24,10
boiling-kettle-e480l-280023,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/280023/280023_1,2,Kokkärl E480L,,,,,,,,,
boiling-kettle-e480l-280023,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/280023/280023_2,3,Kokkärl E480L,,,,,,,,,
boiling-kettle-e480l-280023,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/280023/280023_3,4,Kokkärl E480L,,,,,,,,,
boiling-kettle-e480l-280023,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/280023/280023_4,5,Kokkärl E480L,,,,,,,,,
boiling-kettle-e480l-280023,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/280023/280023_7,6,Kokkärl E480L,,,,,,,,,
boiling-kettle-e480l-280023,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/280023/280023_8,7,Kokkärl E480L,,,,,,,,,
boiling-kettle-g480l-2800081,Kokkärl G480L,"<p>I storkök, för catering och i stora gastronomikök är gas-kokkärlen den bästa apparaten för tillagning av rätter i stora mängder – allt från soppor över grytor till sidrätter som potatis, pasta eller ris.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>1150 × 1300 × 1030 mm</td></tr>
<tr><td>Ağırlık</td><td>305 kg</td></tr>
<tr><td>Egenskaper</td><td>Automatisk vattennivåkontroll i mellanmanteln, Automatisk avstängning vid störningar, Tryckövervakning: trattarmaturer med säkerhetsventil (kalibrerad till 0, 5 bar), Gasuppvärmning med brännare i rostfritt stål med hög verkningsgrad, Gastillförseln för brännarna säkerställs med en gas-multiregulator, Blandningsarmatur för kall- och varmvatten, Inklusive: Sil</td></tr>
<tr><td>Serie</td><td>-</td></tr>
<tr><td>Höjd kokkärl</td><td>780 mm</td></tr>
<tr><td>Höjdställbara fötter</td><td>ja</td></tr>
<tr><td>Höjdinställning till</td><td>900 mm</td></tr>
<tr><td>Anslutningsvärde</td><td>58 kW</td></tr>
<tr><td>Diameter kokkärl</td><td>900 mm</td></tr>
<tr><td>Höjdinställning från</td><td>850 mm</td></tr>
<tr><td>Levereras vid förfrågan</td><td>-</td></tr>
<tr><td>Material kokkärl</td><td>Rostfritt stål</td></tr>
<tr><td>Temperaturreglering</td><td>2 lägen</td></tr>
<tr><td>Styrning</td><td>Vred</td></tr>
<tr><td>Avtappningskran</td><td>ja</td></tr>
<tr><td>Bruksvolym</td><td>455 Liter</td></tr>
<tr><td>Vattenanslutning</td><td>R1/2""</td></tr>
<tr><td>Volym</td><td>480 Liter</td></tr>
<tr><td>Material</td><td>Rostfritt stål</td></tr>
<tr><td>Uppvärmningssätt</td><td>Indirekt</td></tr>
<tr><td>Kontrollampa</td><td>På/av, Uppvärmning, Vattennivå</td></tr>
<tr><td>Tändsätt</td><td>Piezo-tändning</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Kokkärl,"kategori:cooking, Tillagning, alt:boiling-pasta, Kokkärl, marka:Bartscher, ana-urun, sira:0990, siparis-uzerine",TRUE,Title,Default Title,2800081,305000,shopify,0,continue,manual,22549.00,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/2800081/2800081,1,Kokkärl G480L,FALSE,Kokkärl G480L,"I storkök, för catering och i stora gastronomikök är gas-kokkärlen den bästa apparaten för tillagning av rätter i stora mängder – allt från soppor över grytor till sidrätter som potatis, pasta eller ris.",active,1150,1300,1030,24,10
boiling-kettle-g480l-2800081,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/2800081/2800081_1,2,Kokkärl G480L,,,,,,,,,
boiling-kettle-g480l-2800081,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/2800081/2800081_2,3,Kokkärl G480L,,,,,,,,,
boiling-kettle-g480l-2800081,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/2800081/2800081_3,4,Kokkärl G480L,,,,,,,,,
boiling-kettle-g480l-2800081,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/2800081/2800081_4,5,Kokkärl G480L,,,,,,,,,
boiling-kettle-g480l-2800081,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/2800081/2800081_7,6,Kokkärl G480L,,,,,,,,,
boiling-kettle-g480l-2800081,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/2800081/2800081_8,7,Kokkärl G480L,,,,,,,,,
wall-mounted-unit-luca-2-5-unn260kly,WALL MOUNTED UNIT LUCA 2.5,,Unninox,Business & Industrial > Food Service,Kylskåp,"kategori:refrigeration, Kyla, alt:refrigerators, Kylskåp, marka:Unninox, ana-urun, sira:0989",TRUE,Title,Default Title,UNN260KLY,0,shopify,0,deny,manual,9400.00,,TRUE,TRUE,https://unninoxeurope.com/wp-content/uploads/2026/05/UNN250KLY-1.png,1,WALL MOUNTED UNIT LUCA 2.5,FALSE,WALL MOUNTED UNIT LUCA 2.5,WALL MOUNTED UNIT LUCA 2.5,active,,,,24,7
wall-mounted-unit-luca-2-5-unn260kly,,,,,,,,,,,,,,,,,,,,https://unninoxeurope.com/wp-content/uploads/2026/05/UNN250KLY.png,2,WALL MOUNTED UNIT LUCA 2.5,,,,,,,,,
front-cooking-station-kst3240-eco-107311,Matlagningsstation KST3240 Eco,"<p>Helgjutet – en mobil matlagningslösning för front-cooking, catering och events. Kan utrustas flexibelt med passande bordsenheter och motsvarande tillbehör och därmed flexibelt användas. Enheterna kan vid olika krav enkelt och valfritt bytas.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>1715 × 845 × 1380 mm</td></tr>
<tr><td>Ağırlık</td><td>180 kg</td></tr>
<tr><td>På/av-knapp</td><td>ja</td></tr>
<tr><td>Belysning</td><td>LED, På hostskydd</td></tr>
<tr><td>Inklusive</td><td>-</td></tr>
<tr><td>Höjd glasuppsats</td><td>470 mm</td></tr>
<tr><td>Mått uppställningsyta inställningsnisch</td><td>B 1.206 x D 600 mm</td></tr>
<tr><td>Djup glasuppsats</td><td>611 mm</td></tr>
<tr><td>Dimensionerad för</td><td>2-3 bordsenheter</td></tr>
<tr><td>Filter-typ</td><td>Aktivt kolfilter, Trådfilter, Flamskyddsfilter, Silikagel-filter</td></tr>
<tr><td>Anslutningsvärde</td><td>24 kW</td></tr>
<tr><td>Produktanslutning</td><td>3 NAC</td></tr>
<tr><td>Material</td><td>Rostfritt stål</td></tr>
<tr><td>Frekvens</td><td>50 Hz</td></tr>
<tr><td>Flamskyddsfilter</td><td>Typ A</td></tr>
<tr><td>Ingår ej i leveransen</td><td>Anslutningskabel, Elapparater, Plattformar</td></tr>
<tr><td>Antal inställningsnischer</td><td>1</td></tr>
<tr><td>Utrustad med</td><td>4 GN-kantiner 1/9 GN, 100 mm djupa för oljor, såser, matlagningsredskap, Avläggningsfack under inställningsnischer, mått: B 1.180 x D 455 x H 221 mm, Integrerade eluttag, Integrerad ventilation med flamskyddsfilter</td></tr>
<tr><td>Kontrollampa</td><td>På/av</td></tr>
<tr><td>Utförande uttag</td><td>3 x 230 V, 2 x 400 V 16A CEE</td></tr>
<tr><td>Spänning</td><td>400 V</td></tr>
<tr><td>Med glasuppsats</td><td>ja</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Spisar & hällar,"kategori:cooking, Tillagning, alt:ranges-hobs, Spisar & hällar, marka:Bartscher, ana-urun, sira:0989, siparis-uzerine",TRUE,Title,Default Title,107311,180000,shopify,0,continue,manual,8549.00,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/107311/107311_2,1,Matlagningsstation KST3240 Eco,FALSE,Matlagningsstation KST3240 Eco,"Helgjutet – en mobil matlagningslösning för front-cooking, catering och events. Kan utrustas flexibelt med passande bordsenheter och motsvarande tillbehör och därmed flexibelt användas. Enheterna kan vid olika krav enkelt och valfritt bytas.",active,1715,845,1380,24,10
front-cooking-station-kst3240-eco-107311,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/107311/107311_3,2,Matlagningsstation KST3240 Eco,,,,,,,,,
front-cooking-station-kst3240-eco-107311,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/107311/107311_4,3,Matlagningsstation KST3240 Eco,,,,,,,,,
front-cooking-station-kst3240-eco-107311,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/107311/107311_6,4,Matlagningsstation KST3240 Eco,,,,,,,,,
front-cooking-station-kst3240-eco-107311,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/107311/107311_8,5,Matlagningsstation KST3240 Eco,,,,,,,,,
front-cooking-station-kst3240-eco-107311,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/107311/107311_10,6,Matlagningsstation KST3240 Eco,,,,,,,,,
front-cooking-station-kst3240-eco-107311,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/107311/107311_12,7,Matlagningsstation KST3240 Eco,,,,,,,,,
front-cooking-station-kst3240-eco-107311,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/107311/107311_16,8,Matlagningsstation KST3240 Eco,,,,,,,,,
spiral-mixer-130-l-83-kg-dough-2-speeds-400v-un130dg,Spiral Mixer – 130 L – 83 kg Dough – 2 Speeds – 400V,,Unninox,Business & Industrial > Food Service,Degblandare,"kategori:dough-flour, Deg & mjöl, alt:dough-mixers, Degblandare, marka:Unninox, ana-urun, sira:0987",TRUE,Title,Default Title,UN130DG,0,shopify,3,deny,manual,8950.00,,TRUE,TRUE,https://unninoxeurope.com/wp-content/uploads/2025/09/UNN200-3.png,1,Spiral Mixer – 130 L – 83 kg Dough – 2 Speeds – 400V,FALSE,Spiral Mixer – 130 L – 83 kg Dough – 2 Speeds – 400V,Spiral Mixer – 130 L – 83 kg Dough – 2 Speeds – 400V,active,,,,24,7
spiral-mixer-130-l-83-kg-dough-2-speeds-400v-un130dg,,,,,,,,,,,,,,,,,,,,https://unninoxeurope.com/wp-content/uploads/2025/09/UNN200-1.png,2,Spiral Mixer – 130 L – 83 kg Dough – 2 Speeds – 400V,,,,,,,,,
spiral-mixer-130-l-83-kg-dough-2-speeds-400v-un130dg,,,,,,,,,,,,,,,,,,,,https://unninoxeurope.com/wp-content/uploads/2025/09/UNN200-2.png,3,Spiral Mixer – 130 L – 83 kg Dough – 2 Speeds – 400V,,,,,,,,,
spiral-mixer-130-l-83-kg-dough-2-speeds-400v-un130dg,,,,,,,,,,,,,,,,,,,,https://unninoxeurope.com/wp-content/uploads/2025/09/UNN200-4.png,4,Spiral Mixer – 130 L – 83 kg Dough – 2 Speeds – 400V,,,,,,,,,
