Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Genişlik (product.metafields.piro.genislik),Derinlik (product.metafields.piro.derinlik),Yükseklik (product.metafields.piro.yukseklik),Garanti ay (product.metafields.piro.garanti),Teslim gün (product.metafields.piro.teslim)
paella-tripod-3k500-a153144,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/A153144/A153144_1,2,Paellafat på trefot 3K500,,,,,,,,,
paella-tripod-3k500-a153144,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/A153144/A153144_2,3,Paellafat på trefot 3K500,,,,,,,,,
paella-tripod-3k500-a153144,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/A153144/A153144_3,4,Paellafat på trefot 3K500,,,,,,,,,
wall-shelves-400-deep-triple-1600x400xh1000-ws-16040100-3a,Wall shelves 400 Deep (Triple) — 1600x400xH1000,,Unninox,Business & Industrial > Food Service,Vägghyllor,"kategori:stainless-steel-furniture, Rostfria möbler, alt:wall-shelves, Vägghyllor, marka:Unninox, tamamlayici, sira:0146",TRUE,Title,Default Title,WS-16040100-3A,0,shopify,7,deny,manual,359.00,,TRUE,TRUE,https://unninoxeurope.com/wp-content/uploads/2024/12/ws-1003035-3A.jpg,1,Wall shelves 400 Deep (Triple) — 1600x400xH1000,FALSE,Wall shelves 400 Deep (Triple) — 1600x400xH1000,Wall shelves 400 Deep (Triple) — 1600x400xH1000,active,,,,24,7
spice-shelf-7x1-6gn-389140,"Kryddhylla, 7x1/6GN","<p>Kryddhylla i rostfritt stål för 7 x 1/6 GN, 1400 mm bred, skruvmontering, GN-kantin-stopp, upp till 70 kg. Fästmaterial ingår, GN-behållare säljs separat. För restaurangkök och serveringar som förvarar kryddor och ingredienser direkt vid arbetsytan så att de är lättillgängliga.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>1400 × 200 × 230 mm</td></tr>
<tr><td>Ağırlık</td><td>4.9 kg</td></tr>
<tr><td>Gastronorm</td><td>1/6 GN</td></tr>
<tr><td>Monteringssätt</td><td>Skruvsystem</td></tr>
<tr><td>Kapacitet GN</td><td>7 x 1/6 GN</td></tr>
<tr><td>Byggsats med</td><td>1 Kryddhylla, 2 sidodelar</td></tr>
<tr><td>Utförande hyllplan</td><td>Heltäckande</td></tr>
<tr><td>Bredd hyllplan</td><td>1400 mm</td></tr>
<tr><td>Leveransskick</td><td>Byggsats (enkel montering)</td></tr>
<tr><td>GN-kantin-stopp</td><td>ja</td></tr>
<tr><td>Inklusive</td><td>Fästmaterial</td></tr>
<tr><td>Bärförmåga max.</td><td>70 kg</td></tr>
<tr><td>Hyllplan höjdställbara</td><td>nej</td></tr>
<tr><td>Djup hyllplan</td><td>200 mm</td></tr>
<tr><td>Ingår ej i leveransen</td><td>GN-kantin</td></tr>
<tr><td>Antal hyllplan</td><td>1</td></tr>
<tr><td>Material</td><td>CNS 18/10</td></tr>
<tr><td>Viktig information</td><td>-</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Vägghyllor,"kategori:stainless-steel-furniture, Rostfria möbler, alt:wall-shelves, Vägghyllor, marka:Bartscher, tamamlayici, sira:0146, siparis-uzerine",TRUE,Title,Default Title,389140,4900,shopify,0,continue,manual,229.00,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/389140/389140,1,"Kryddhylla, 7x1/6GN",FALSE,"Kryddhylla, 7x1/6GN","Kryddhylla i rostfritt stål för 7 x 1/6 GN, 1400 mm bred, skruvmontering, GN-kantin-stopp, upp till 70 kg. Fästmaterial ingår, GN-behållare säljs separat. För restaurangkök och serveringar som förvarar kryddor och ingredienser direkt vid arbetsytan så att de är lättillgängliga.",active,1400,200,230,24,10
standing-ashtray-silver-860002,Golvaskkopp silver,"<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>240 × 240 × 870 mm</td></tr>
<tr><td>Ağırlık</td><td>8.5 kg</td></tr>
<tr><td>Volym</td><td>5.5 Liter</td></tr>
<tr><td>Kan låsas</td><td>ja</td></tr>
<tr><td>Egenskaper</td><td>Enkel tömning via frontluckan</td></tr>
<tr><td>Med avfallsuppsamlare</td><td>nej</td></tr>
<tr><td>Material</td><td>Rostfritt stål</td></tr>
<tr><td>Färg</td><td>Silver</td></tr>
<tr><td>Utförande</td><td>Golvenhet</td></tr>
<tr><td>Viktig information</td><td>-</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Köksredskap,"kategori:kitchen-utensils, Köksredskap, marka:Bartscher, tamamlayici, sira:0146, siparis-uzerine",TRUE,Title,Default Title,860002,8500,shopify,0,continue,manual,195.00,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/860002/860002,1,Golvaskkopp silver,FALSE,Golvaskkopp silver,Golvaskkopp silver,active,240,240,870,24,10
standing-ashtray-silver-860002,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/860002/860002_1,2,Golvaskkopp silver,,,,,,,,,
standing-ashtray-silver-860002,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/860002/860002_2,3,Golvaskkopp silver,,,,,,,,,
standing-ashtray-silver-860002,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/860002/860002_3,4,Golvaskkopp silver,,,,,,,,,
cutting-disc-for-dices-ps14-120345,Klinga för tärningar PS14,"<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>210 × 210 × 16 mm</td></tr>
<tr><td>Ağırlık</td><td>0.66 kg</td></tr>
<tr><td>Dimensionerad för</td><td>Tärningar</td></tr>
<tr><td>Passar för</td><td>Grönsaksskärare GMS601</td></tr>
<tr><td>Kan användas endast i kombination med</td><td>Klinga för skivor DF14</td></tr>
<tr><td>Kaptjocklek</td><td>14 x 14 mm</td></tr>
<tr><td>Viktig information</td><td>-</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Förberedelse,"kategori:preparation, Förberedelse, marka:Bartscher, tamamlayici, sira:0146, siparis-uzerine",TRUE,Title,Default Title,120345,660,shopify,0,continue,manual,129.00,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/120345/120345,1,Klinga för tärningar PS14,FALSE,Klinga för tärningar PS14,Klinga för tärningar PS14,active,210,210,16,24,10
cutting-disc-for-dices-ps14-120345,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/120345/120345_120352,2,Klinga för tärningar PS14,,,,,,,,,
wire-whisk-5k7ew-a150039,Visp 5K7EW,"<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>160 × 95 × 180 mm</td></tr>
<tr><td>Ağırlık</td><td>0.26 kg</td></tr>
<tr><td>Användningsområde</td><td>Vispning</td></tr>
<tr><td>Passar till KitchenAid</td><td>Heavy Duty 5KSM7591X, Professional 1.3 HP 5KSM7990XEWH</td></tr>
<tr><td>Material</td><td>Rostfritt stål</td></tr>
<tr><td>Passar för</td><td>Flytande eller krämiga livsmedel (äggvita, grädde, såser)</td></tr>
<tr><td>Egenskaper</td><td>-</td></tr>
<tr><td>Färg</td><td>Silver</td></tr>
<tr><td>Viktig information</td><td>-</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Förberedelse,"kategori:preparation, Förberedelse, marka:Bartscher, tamamlayici, sira:0146, siparis-uzerine",TRUE,Title,Default Title,A150039,260,shopify,0,continue,manual,110.00,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/A150039/A150039,1,Visp 5K7EW,FALSE,Visp 5K7EW,Visp 5K7EW,active,160,95,180,24,10
descaler-f1l-173277,Avkalkare F1L,"<p>För längre funktionalitet: flytande avkalkningsmedel avlägsnar kalkavlagringar från kaffemaskiner, vattenkokare och liknande snabbt och pålitligt, men även försiktigt.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>90 × 63 × 251 mm</td></tr>
<tr><td>Ağırlık</td><td>1 kg</td></tr>
<tr><td>pH-värde</td><td>0</td></tr>
<tr><td>Beställningsmängdenhet</td><td>1 kartong (6 flaskor)</td></tr>
<tr><td>HACCP-konform</td><td>ja</td></tr>
<tr><td>Dimensionerad för</td><td>Småapparater som vattenkokare och kaffebryggare etc.</td></tr>
<tr><td>Användning</td><td>Beroende på förkalkningen fyller du vattentanken utspädd eller ren, Rekommenderad dosering 100 ml avkalkningsmedel till 500 ml vatten, Skölj med rent vatten i riklig mängd</td></tr>
<tr><td>Viktig information</td><td>Bortskaffa rester enligt föreskrifterna, Säkerhetsdatablad kan skickas vid förfrågan, Återvinn förpackningen endast helt fri från rester, Hålles borta från barn!</td></tr>
<tr><td>Fosfatfritt</td><td>nej</td></tr>
<tr><td>Klorfritt</td><td>ja</td></tr>
<tr><td>Egenskaper</td><td>Perfekt för små apparater som kaffemaskiner, varmvattenberedare, och så vidare, Skydd av metaller och plaster med tillsatser, Pålitlig och snabbt avlägsnande av envisa kalkavlagringar</td></tr>
<tr><td>Utförande</td><td>Flytande, Högkoncentrerat</td></tr>
<tr><td>Volym</td><td>6 x 1 liter</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Kaffe,"kategori:coffee, Kaffe, marka:Bartscher, tamamlayici, sira:0146, siparis-uzerine",TRUE,Title,Default Title,173277,1000,shopify,0,continue,manual,52.00,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/173277/173277,1,Avkalkare F1L,FALSE,Avkalkare F1L,"För längre funktionalitet: flytande avkalkningsmedel avlägsnar kalkavlagringar från kaffemaskiner, vattenkokare och liknande snabbt och pålitligt, men även försiktigt.",active,90,63,251,24,10
descaler-f1l-173277,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/173277/173277_1,2,Avkalkare F1L,,,,,,,,,
descaler-f1l-173277,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/173277/173277_2,3,Avkalkare F1L,,,,,,,,,
serving-scoop-800ml-101929,Smetportionerare 800ml,"<p>I restaurangköket, i bageriet eller på konditoriet – degportioneraren med 800 ml volym gör det möjligt att portionera flytande smet samt kalla och varma såser exakt och rent.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>140 × 260 × 240 mm</td></tr>
<tr><td>Ağırlık</td><td>0.45 kg</td></tr>
<tr><td>Egenskaper</td><td>Enkel rengöring</td></tr>
<tr><td>Ifyllningsmängd</td><td>800 ml</td></tr>
<tr><td>Inklusive</td><td>Fot</td></tr>
<tr><td>Material</td><td>Rostfritt stål</td></tr>
<tr><td>Doseringsöppning</td><td>Ø 8 mm</td></tr>
<tr><td>Viktig information</td><td>-</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Tillagning,"kategori:cooking, Tillagning, marka:Bartscher, tamamlayici, sira:0146, siparis-uzerine",TRUE,Title,Default Title,101929,450,shopify,0,continue,manual,26.00,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/101929/101929,1,Smetportionerare 800ml,FALSE,Smetportionerare 800ml,"I restaurangköket, i bageriet eller på konditoriet – degportioneraren med 800 ml volym gör det möjligt att portionera flytande smet samt kalla och varma såser exakt och rent.",active,140,260,240,24,10
serving-scoop-800ml-101929,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/101929/101929_1,2,Smetportionerare 800ml,,,,,,,,,
serving-scoop-800ml-101929,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/101929/101929_2,3,Smetportionerare 800ml,,,,,,,,,
serving-scoop-800ml-101929,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/101929/101929_3,4,Smetportionerare 800ml,,,,,,,,,
connection-kit-weh1350-1500-109884,Anslutningsset WEH1350/1500,"<p>Anslutningsset för diskmaskiner WEH1350/1500 – två PVC-slangar (1/2"" Regenerering 2 m, 3/4"" Vattenanslutning 1,5 m), tilloppstemperatur upp till 40 °C. Komplett set för snabb och säker idrifttagning utan att behöva leta efter passande slangar.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>50 × 2000 × 50 mm</td></tr>
<tr><td>Ağırlık</td><td>0.55 kg</td></tr>
<tr><td>Vattentemperatur tillopp</td><td>40 °C</td></tr>
<tr><td>Material</td><td>Plast (PVC)</td></tr>
<tr><td>Set bestående av</td><td>1 slang 1/2"" för regenerering, längd 2 m, 1 slang 3/4"" för vattenanslutning, längd 1, 5 m</td></tr>
<tr><td>Viktig information</td><td>-</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Diskning,"kategori:dishwashing, Diskning, marka:Bartscher, tamamlayici, sira:0145, siparis-uzerine",TRUE,Title,Default Title,109884,550,shopify,0,continue,manual,39.00,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/109884/109884,1,Anslutningsset WEH1350/1500,FALSE,Anslutningsset WEH1350/1500,"Anslutningsset för diskmaskiner WEH1350/1500 – två PVC-slangar (1/2"" Regenerering 2 m, 3/4"" Vattenanslutning 1,5 m), tilloppstemperatur upp till 40 °C. Komplett set för snabb och säker idrifttagning utan att behöva leta efter passande slangar.",active,50,2000,50,24,10
connection-kit-weh1350-1500-109884,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/109884/109884_1,2,Anslutningsset WEH1350/1500,,,,,,,,,
connection-kit-weh1350-1500-109884,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/109884/109884_2,3,Anslutningsset WEH1350/1500,,,,,,,,,
induction-warming-plate-iw3-ebbf-105864,Varmhållningsplatta med indukti IW3-EBBF,"<p>Varmhållningplattan i inbyggnadsversion med sitt okonstlade utseende är den idealiska lösningen för all slags matservering. För att åstadkomma en enhetlig look kan 4 enheter seriekopplas i en strömkrets med tillbehörskabeln.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>280 × 280 × 95 mm</td></tr>
<tr><td>Ağırlık</td><td>3.8 kg</td></tr>
<tr><td>Färg</td><td>Svart, Silver</td></tr>
<tr><td>Identifiering av kokkärl</td><td>ja</td></tr>
<tr><td>Kombinationsmöjlighet</td><td>4 enheter kan seriekopplas i 1 strömkrets</td></tr>
<tr><td>Manöverfält</td><td>Separat, Kabellängd: 0, 65 m</td></tr>
<tr><td>Kontrollampa</td><td>-</td></tr>
<tr><td>Spärrknapp (barnsäkring)</td><td>nej</td></tr>
<tr><td>Frekvens</td><td>50 Hz</td></tr>
<tr><td>Styrning</td><td>Elektronisk, Touch</td></tr>
<tr><td>För inbyggnad</td><td>ja</td></tr>
<tr><td>Överhettningsskydd</td><td>ja</td></tr>
<tr><td>Anslutningsvärde</td><td>0.3 kW</td></tr>
<tr><td>Egenskaper</td><td>Damm- och fettfilter</td></tr>
<tr><td>Material</td><td>Stål</td></tr>
<tr><td>Typ av varmhållningsplatta</td><td>Induktion</td></tr>
<tr><td>Djup glasfält</td><td>280 mm</td></tr>
<tr><td>Diameter skål max</td><td>195 - 260 mm</td></tr>
<tr><td>Material matlagningsyta</td><td>Glas</td></tr>
<tr><td>Temperaturområde till</td><td>95 °C</td></tr>
<tr><td>Timer</td><td>nej</td></tr>
<tr><td>Antal temperaturlägen</td><td>12</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Tillagning,"kategori:cooking, Tillagning, marka:Bartscher, tamamlayici, sira:0144, siparis-uzerine",TRUE,Title,Default Title,105864,3800,shopify,0,continue,manual,1179.00,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/105864/105864,1,Varmhållningsplatta med indukti IW3-EBBF,FALSE,Varmhållningsplatta med indukti IW3-EBBF,Varmhållningplattan i inbyggnadsversion med sitt okonstlade utseende är den idealiska lösningen för all slags matservering. För att åstadkomma en enhetlig look kan 4 enheter seriekopplas i en strömkrets med tillbehörskabeln.,active,280,280,95,24,10
induction-warming-plate-iw3-ebbf-105864,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/105864/105864_2,2,Varmhållningsplatta med indukti IW3-EBBF,,,,,,,,,
induction-warming-plate-iw3-ebbf-105864,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/105864/105864_4,3,Varmhållningsplatta med indukti IW3-EBBF,,,,,,,,,
induction-warming-plate-iw3-ebbf-105864,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/105864/105864_6,4,Varmhållningsplatta med indukti IW3-EBBF,,,,,,,,,
induction-warming-plate-iw3-ebbf-105864,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/105864/105864_8,5,Varmhållningsplatta med indukti IW3-EBBF,,,,,,,,,
induction-warming-plate-iw3-ebbf-105864,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/105864/105864_9,6,Varmhållningsplatta med indukti IW3-EBBF,,,,,,,,,
induction-warming-plate-iw3-ebbf-105864,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/105864/105864_10,7,Varmhållningsplatta med indukti IW3-EBBF,,,,,,,,,
induction-warming-plate-iw3-ebbf-105864,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/105864/105864_11,8,Varmhållningsplatta med indukti IW3-EBBF,,,,,,,,,
cooking-pot-30l-with-lid-100445,Kastrull 30L med lock,"<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>430 × 430 × 325 mm</td></tr>
<tr><td>Ağırlık</td><td>6.4 kg</td></tr>
<tr><td>Med spillkant</td><td>ja</td></tr>
<tr><td>Volym</td><td>30 Liter</td></tr>
<tr><td>Passar för induktion</td><td>ja</td></tr>
<tr><td>Material</td><td>CNS 18/10</td></tr>
<tr><td>Inklusive</td><td>1 lock</td></tr>
<tr><td>Innerdiameter</td><td>400 mm</td></tr>
<tr><td>Handtagsegenskaper</td><td>Värmeisolerad</td></tr>
<tr><td>Diameter kontaktyta</td><td>330 mm</td></tr>
<tr><td>Egenskaper</td><td>Optimal värmeöverföring tack vare trelagers sandwichbotten</td></tr>
<tr><td>Material handtag</td><td>Rostfritt stål</td></tr>
<tr><td>Viktig information</td><td>-</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Köksredskap,"kategori:kitchen-utensils, Köksredskap, marka:Bartscher, tamamlayici, sira:0144, siparis-uzerine",TRUE,Title,Default Title,100445,6400,shopify,0,continue,manual,175.00,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/100445/100445,1,Kastrull 30L med lock,FALSE,Kastrull 30L med lock,Kastrull 30L med lock,active,430,430,325,24,10
cooking-pot-30l-with-lid-100445,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/100445/100445_1,2,Kastrull 30L med lock,,,,,,,,,
cooking-pot-30l-with-lid-100445,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/100445/100445_2,3,Kastrull 30L med lock,,,,,,,,,
